text,label
my cheque deposit didnt seem to work,2
i messed up and made a transaction using the wrong account,3
i need to track the card sent to me,5
tell me where i can find the auto top up feature and a little bit about it please,1
is my countrys currency supported by your system,17
what currencies do you support,17
why does it still charge me even though i was unable to withdraw money from the atm,20
i misplaced my card and i dont know where the last place is where i used the card last can you look at my account and tell me the last place i used the card,19
will the system automatically top up itself,1
the wrong exchange rate was used when i purchased an item,11
i cant do the verification,28
i only received 20 but i requested 100,29
why is  my  top  up for  my  new account  not  instant,21
i received the wrong amount of cash,29
is there a way to get a virtual card,18
my top up did not complete,21
how do i change my currency to another,15
i need to know what flat currencies you support for holding and exchange,17
i tried to get some withdrawls but the machine didnt work the transaction still seems in progressseems like  something is wrongi dont want to be charged for transaction i did not make,20
which identity details are required,28
i had to pay money for paying with my card,9
i entered a wrong pin too many times how can i fix this,22
when will my cheque be processed,2
where is the cash deposit i made,2
why has my topup been returned to my account,26
what am i being charged an extra pound when i havent bought something worth that much,16
how can i make my card show up in the app,7
i havent received my card and am worried it is lost,5
how do i change my address,13
why is there a fee added to my statement,16
is there a way to track the new card you sent me,5
why is it required to verify my identity,28
i want to use auto topup is there a limit,1
what cards do you accept to top up my account,23
why wont my top up go through,26
i deposited a cheque but the cash hasnt arrived yet,2
will i receive all the money sent to my account by sepa transfer,24
if there isnt a lot of money left will it automatically topup money,1
need help to get my card to work,8
i have found my lost or stolen card would i still have to activate the new card that was sent to me through the mail in order to access my account,7
i want to change the wrong exchange rate,11
my pin needs unblocking unblock it please,22
i have been charged way to much so something is apparently wrong with my exchange i changed russian ruble into uk pounds,11
can i use my account even though the identity verification has not passed yet,28
if i topup by using a trasfer are there charges that applied,24
is it possible to exchange currencies using the app,15
help me  i lost my card  what should i do,19
i did not get the right amount of cash from the atm,29
please help  there is a payment in the app that isnt mine,10
where to check top ups pending,21
how do i deactivate a stolen card,19
what are the restrictions on auto topup,1
why was there an additional fee on the payment i just made i dont usually have additional fees applied to my payments,9
i need to modify my details,13
which cards do you support for top up,23
can i exchange from usd to gbp,15
my morning transaction needs to be canceled,3
a random charge got added to my card,10
can someone help me unblock my pin,22
where can i find the autotop up feature,1
someone took my card without my permission,19
help me use american express to add money to the account,23
i was charged a fee for using my card can i check that in any way it seems like there are occasions that i am charge for fees can you elaborate this,9
do you offer services that hold money in different types of currency,17
how can i know where my card will be accepted,4
where would i order a virtual card,18
why was i charged extra using my card,9
why has my withdrawal not posted,20
i sent money to a person and they havent received the payment yet,27
can i reactivate my card i reported it lost and found it this morning in my jacket,7
i was overcharged an additional pound,16
what do you do with all the identity information youre collecting from me,28
in what increments can i topup my card,1
i need help i updated my balance with a check yesterday and im not seeing it can you look at my account to see what went wrong,2
i did not get any money but still was charged,29
what card or currency can i use to pay,23
what is the maximum times i can auto topup,1
what is the estimated date for delivery to us,6
i want to reverse a transaction i did this morning,3
i need my card asap,6
i need to be made aware when i am being charged an extra amount for payments please i looked over the app earlier and noticed an additional feel related to one of the payments i was not warned about this before,9
im going to travel can i have it add money automatically in certain intervals,1
i cant find my card it is lost,19
can i top up my card with other cards,23
do you accept us credit cards,23
is there anywhere i cant use my card,4
please explain why the funds i added were returned to my account,26
i deposited a check a few days ago and its still not gone in please help me with this,2
at what places accept my card,4
is it okay to hold money in multiple currencies,17
i was supposed to receive my new card by now but it hasnt came in,5
i want to use my account before identity verification,28
in my account i noticed my atm withdrawal is still pending,20
im waiting for my transaction to complete,27
there is  an extra 1 charge on my app why did it charge me extra,16
i am looking to change my adress,13
i visited the atm but got less money than what i requested why,29
i found my card can i link it back into the app,7
how long will it take for me to get my card,5
i asked for cash but i did not receive all the funds,29
how does the exchange rate work on this app,14
hi i just topped up my phone and the money was deducted but it seems to have deducted the same amount again please help,26
i need help right now i realize i sent my payment to the wrong account number after making a typo please cancel the transfer now since i cant do it from the app,3
why hasnt my virtual card come yet,18
i dont recognize this payment,10
where do you find your exchange rates,14
how can i change usd to gbp,15
my topup was reverted by the app,26
what is the handling fee for transfer,24
i had to pay a pound more than i anticipated,16
my transfer was wrong are you able to stop it before it goes through please,3
my card was declined at a restaurant today and i am not sure why,8
will i be charged a fee for a sepa transfer,24
how long until a cash withdrawal will show on my account,20
i made a cash deposit a few days ago and its still not reflected in my account do you know what might have happened,2
do you know the reason for the identity check,28
how much is the limit for topups,25
how do i report my card as lost or stolen,19
how long does it take for a new card to ship,5
why isnt the recipient seeing the transaction i just sent the money,27
hello i tried doing a topup and i thought it worked but now the money is no longer in my account can you explain,26
how can i cancel my transfer,3
i put some cash into my account but its not displaying that on my balance,2
can you make exchanges using the eur,17
what is the process for setting up and account for my child,0
does the auto topup have any limits,1
how long do money transfers take my friend really needs the money i sent a couple of hours ago but its not there yet,27
would i be able to top up as much as i can,25
is american express accepted,23
who should i contact if the amount of my withdrawal doesnt correspond to the amount that i tried to take out of my account,29
am i going to be charged for receiving  money,24
why does my statement contain an extra fee,16
i havent received money from a transfer,27
where do i go to receive a virtual card,18
my statement shows an extra fee  what is it,16
the exchange rate you are using is badthis cant be the official interbank exchange rate,11
can i pay with my card anywhere,4
i have lost my card what is my next step,19
can i open an account for my offspring,0
why is a transaction still pending,20
i am seeing and extra 1 charged to my account and wanted to know about it,16
i still havent gotten my new card  when will it get here,5
the exchange rate was incorrect for an item i bought,11
are there virtual cards,18
i want to open an account for my child,0
my virtual card has not came yet,18
what was the extra charge for using my card,9
what is the function of the identity check,28
is there a way to track my card,5
why dont you accept american express for adding money to my account,23
hi  my money has not been credited to my account for which i have sent you cheque few days before i am worried about the money please let me know the status,2
hi i sent a payment to the wrong account number  can you cancel it as soon as possible,3
hello i looked at my account and see that a transaction i tried to do is pending but i did not complete that transaction when i was at the atm the machine declined my card can you make sure that transaction does not go through because i definitely did not receive the money,20
is there a fee for paying by card,9
i would like to get an account for my child,0
i still havent received my card after two weeks is it lost,5
what happens if the atm gives me the wrong amount of money,29
the card i thought i lost was in my jacket pocket this morning so can i reactivate that,7
how long does it take for the card to come,6
do you offer auto top ups,1
how to i switch my money for the money used in another country,15
i think my card is being used by someone else to make purchases that i didnt authorize i checked my account and see that there have been quite a few purchases over the last two days that i have no idea where they came from we need to freeze my card now and i need to find a way to get my money back,10
what are you going to use my identification details for,28
how long do transfers typically take is there a way of speeding the process up my friend needs the money i sent her desperately,27
i see a strange payment in my account,10
what is minimum age for an account,0
i was not given the amount of cash i withdrew,29
i need to check status as my friend hasnt got money i sent,27
when will my deposit from this morning show up,2
whats the web address to unblock my pin,22
please cancel the latest atm charge on my card as my card was declined earlier today and i did not receive that cash,20
where do i go to cancel a transaction,3
do you support other currencies,17
the exchange rate is wrong from something i got in another country,11
can someone please tell me how much i can topup,25
should i uninstall the app before i try it again,12
what value can i get for my currency,14
why hasnt my transaction been completed,27
explain the virtual card,18
the exchange rate for my payment last saturday must be wrong because i was charged extra,11
whats going on my card wont accept any transactions,8
how long is the delivery time to the us,6
i have a friend who needs money as soon as possibly if i were to transfer it how long will it take to get to her,27
can we skip verifying,28
i didnt make a payment that shows in my app,10
i transferred a payment a couple days ago and it shows done but it has not been received  could you please help me,27
im having an issue with transaction i topped up my account and saw it went through but that was a few days ago and the money isnt in my account any more whats up with that,26
i just deposited cash to my account and cant find it,2
why do you need to verify my identity,28
i cant figure out how to unblock my pin number can you help me,22
i paid with my card and got charged an extra fee whats up with that,9
my contactless payments dont work,12
my topup has not posted,21
what will my exchange rate be,14
my identity hasnt been verified and i cant edit my details whats next,13
how do i get my card to work,8
as my kids get older are they able to get set up with their own accounts,0
why was i charged a higher exchange rate when i bought something abroad,11
the atm only gave me 10 pounds when i withdrew 30 what do i do,29
i received the wrong amount of cash from the atm can you help,29
why is there a fee when i thought there would be no fees,9
is topping up unlimited,25
what kinds of cards can i use to top up,23
where can i located the auto top up function,1
why hasnt my balance been updated ive deposited a few cheques some days ago,2
how do i go about getting a virtual card,18
do you provide currency exchange to euros,17
my pin is not working can you help,22
i have a transaction and would like to know if i its cancelable,3
when can i expect my card i live in the us,6
where is card accepted,4
i need my card right away,6
why is it taking so long for my money to appear in my account i have been waiting a week,2
how long should a transfer normally take to process completely i have a friend that needs it right away but its already been 2 hours and she hasnt received it,27
i need to change my last name on my account because i just got married,13
can you change my currency to eur,17
can someone assist me with explaining how i can unblock my pin,22
my card has been found is there any way for me to put it back into the app,7
can i use my card anywhere,4
i have just read my statement and there is a payment i dont recognise,10
what currencies and methods can i use to top up my account,23
what is the time for a transfer,27
there is a pending 1 charge on my statement  i havent purchased anything for 1  why is it on my statement,16
can this app exchange american and english currency,15
i dont understand why there is an extra 1 fee in my statement,16
what if any is the limit  for auto topup,1
can you convert to eur,17
i deposited a check yesterday and im not seeing it posted yet in my account why is that can you look into it,2
my client was converting their russian ruble into uk pound currency when they noticed their bill was much too high for the exchange what happened,11
last saturday i made a payment and the exchange rate was wrong  i was charged too much,11
how do i start auto top up,1
i need help finding the auto top up option,1
i just did a money transaction but its not showing they received it,27
the exchange rate youre using is terrible  this cant be the official interbank exchange rate can it,11
i was overcharged one extra pound,16
can i use my account before the identity verification is complete,28
whats the youngest i can be to open an account,0
i need to expedite my card,6
i put money on my card and i dont see it on the balance,21
can i schedule future top ups,1
i dont see my reciept,27
theres a payment in the app that i didnt authorize,10
how do i track the card you sent to me,5
i tried to get cash out of the atm but it is taking too long,20
i did not make this payment that i see in the app,10
needed gas been delayed for half an hourplease fix it,21
when are cards shipped,6
how can i fix my card if the contactless function didnt work this morning,12
if i have already completed a cash withdrawal at an atm is it normal for it to show as a pending transaction on the app,20
how long does it take to recieve my new card,5
why was i charged an extra pound,16
there were a couple of payments that i have noticed on my account with my card that i didnt make is it possible that somebody else has my card information,10
there is a charge i dont recognize,10
whats the reason for needing to verify my identity,28
i have been charged an extra pound,16
on what do you base your exchange rates,14
how do i link the new card that i just got from you guys,7
i have done a transfer within the country the day before yesterday but its still not there yet can you please check whats going on with that the account number is the right one ive checked that several times already,27
my card wants to be topped what do you guys support,23
which currencies do you accept for adding money,23
which currencies do you handle,23
is my card lost i am still waiting for it to be delivered,5
there is a payment with my card which i definitely did not make by me never seen that it before,10
is my fiat currency supported for both hold and exchange,17
my cash withdrawal has not come out of my account yet,20
so much time has gone by the pending status shouldnt still be there shouldnt it,20
can it automatically top up my account,1
is there an automatic top up feature,1
how do i know if i will get my card or if it is lost,5
i have yet to receive my virtual card,18
how old do you have to be,0
any place that takes mastercard would be fine,4
do i need to use a limit on topups,25
i look but i see no virtual card why is that,18
ive just been married and need to update my name,13
why is my withdrawal wrong i took out 100 but only received 20,29
i would like to order a virtual card,18
i ordered my card a couple weeks ago and havent received it yet when can i expect it,6
can you let me know why my cash withdrawal is still pending,20
can you please explain to me why there is an extra 1 fee in my statement,16
while i was drunk i goofed my pin number and your machine ate my card how can i get it back,22
i requested a higher amount for my cash withdrawal,29
why was i charged extra when paying with card,9
why did i not get the amount of money i requested,29
please can you block the transaction i just sent from my account it was a payment but i accidently typed in the wrong details and think it might have gone to the wrong place,3
i want to set up an auto topup,1
can you explain to me why a top up would be reverted,26
why do i see an extra 1 charge on my statement,16
a card has been sent to me how do i track it,5
why does my account show as pending a cash withdrawal from the atm that i have already made,20
my topup hasnt gone through,21
ive waited 2 days for a transfer to reach a retailers account am i going to have to wait longer,27
will you guys charge me for topping up by transfer,24
explain pending transactions,20
are you sending me my card,6
where can i located the autotop up option,1
i made a payment with my card and was charged a fee why would you do that,9
are you going to charge me to collect the money,24
please tell me the types of currency i can hold,17
how long does it typically take a transfer to go through  i sent some money to a friend earlier today and she really needs it  it still is a pending transfer even though i sent it a few hours ago,27
what is the source of your exchange rates,14
why when paying with the card was i charged an extra fee,9
it kept my cash,29
its been a week since you issued me a card and i still didnt get it should i keep waiting,5
hello i see that i have been charged an extra 1 on my app  could you please provide me with a reason for this charge,16
can i get an update on my replacement card,5
what currencies and cards do you support,23
i need to change my phone number,13
i want to use my american express for adding money into my account,23
i made a purchase and was charged at the wrong foreign exchange rate,11
the atm didnt give me what i asked for but my balance says it did,29
are there limitations to what currency i can hold,17
will i be charged for a top off transfer,24
is there a charge for receiving money,24
i received the wrong exchange rate for an item i bought,11
when will i get my money its been too long,27
i enetered the wrong information i need my account unblocked how do i do that,22
what are the reasons i have to proof my identity to you,28
can i pay online with my card,4
the app reverted my top up,26
if my card was lost or stolen can i relink it,7
my money is nowhere to be found i talked up earlier and seen it now it has vanished what is going on,26
im expecting to see a cash withdrawal but im still waiting,20
i am trying to exchange aud for gbp how do i do that,15
why was i charged a fee for using my card,9
i was able to find my card how to i go about putting it into my app,7
is it possible to order a virtual card,18
i cannot try my pin anymore,22
i wish to use my american express to put funds into my account,23
how do i see my updated balance after i make a cheque or cash deposit,2
i got a 1 extra fee in my statement,16
my cash transaction isnt showing on my account,27
i just got married and need to change my name on the account,13
i need clarity on why my card is not working,8
i made a purchase but the exchange rate is wrong,11
why does it matter that i prove my identity,28
would you please unblock my pin i dont know why but its blocked,22
what is the reason when i tried to pay contactless at the bus it didnt work,12
how long will it take for my top up to work its still pending,21
am i able to track a card that has already been sent,5
my cash deposit hasnt posted to my account,2
i did a cash deposit to my account but my balance is still the same what happened,2
why am i being asked to verify my identity,28
how long does it take for a top up to go through,21
i only have one more us credit card is it accepted,23
are multiple currencies acceptable,17
must i verify my identity,28
my card is no longer lost how do i enter it back into the app,7
can i auto top if im low on funds,1
i need to know which flat currencies are supported by you,17
i need to know what these extra charges are on my statement,16
there is an unauthorized payment in my statement,10
i just checked my statement and saw a 1 charge why is it there,16
the card i thought was lost was just in my jacket so can i reactivate it since i found it this morning,7
do you know what your exchange rates are,14
i received an extra charge for using the card why,9
i think theres a purchase at a store that i didnt go to,10
i didnt make this payment and its on my app,10
is there a specific date i can have it delivered,6
i moved to a new city and need to change my address,13
i just got married and i need to change my name,13
what is this fee for card payment,9
im waiting for the id verification to go through still so is it too soon to use my account,28
can i pay more to get it deliver quicker,6
im going on holiday to france for 6 weeks with my family and the cat fluffy  i just purchased 10000 from a currency exchange to ensure we dont run short but there appears to be a fee  what is this for,9
i need to cancel my recent transfer quickly since i made a mistake please help before it goes through,3
what is the auto topup limit,1
why didnt my top up go through,26
i dont have my card in 1 week  should i be worried,5
where can my card be used,4
i dont want to verify my identity,28
the exchange rate is incorrect on an item i recently purchased in a foreign country,11
a pending charge of 1l appears on my statement  please explain as i have not made a purchase for that amount,16
i dont recognize what this payment on my statement would be for,10
where can i sign up for a virtual card,18
there is a payment on my card that i do not recognize  ive never seen the name on the transaction before,10
my card is missing  help,19
what other currencies can i hang onto,17
i want to deposit funds what payments are accepted,23
why did i only receive a partial amount of what i tried to withdraw,29
my account says i have money but i withdrew it in cash,20
the balance has not changed but i have deposited some money,2
can i activate a card in the app,7
im not certain my topup went through yet,21
where did the money i deposit go,2
i need help fixing my contactless its not working anywhere i go today,12
the amount of cash i have received is not correct,29
i dont understand why you want so much of my personal info,28
how long do cheques take to post to your account,2
what is the topup limit for my card,25
how do i cancel a charge,3
help me unblock my pin,22
i transferred some cash and it didnt arrive,27
how long should i expect to wait for my card to arrive,6
why am i still not able to see the money i deposited a week ago this is urgent,2
why is the exchange rate different on my recent purchase,11
what currency is supported for exchanges and holding,17
why do you need to perform identity verification,28
when are you going to transfer the money,27
how do i input a new address,13
there is a  1 fee on my account i didnt authorize,16
i dont think i made this transaction on my statement,10
how can i setup automatic topup,1
if i am running low on credit can i auto top up,1
how do i go about exchanging currencies with this app,15
there are a couple of payments with my card shown in the app that in reality i didnt make maybe someone has access to my cardcan you check whats the issue,10
my card was stolen what do i need to do,19
should i complete my security verification before i can use my account,28
i cant seem to use my card can you help,8
where can i modify my details,13
could you please help me  i made my rent payment and have double checked that i sent it to the right account  the person receiving it says he has not received it but it shows complete on my side,27
what is the age limit for opening a new account,0
if i find a card i lost do i need to dispose of it or can i reactive the card and continue to use it,7
how do i go about unlocking a pin,22
what fiat currencies are used for exchange,17
i was under the impression that you offer crypto top up however  it doesnt appear to be working the money has now disappeared from my account so i need to know what the deal is,26
how do i use american express to top up my account,23
why are all my identity details required,28
i needed cash today so i used another providers atm and when i attempted to withdraw it declined i just checked it out and im still showing my account with that amount pending i didnt take any money out it was declined so i dont want that to be processed as a withdrawal,20
if i top up by transfer am i going to be charged,24
what cards and currencies can i use,23
what should i expect to be charged on a sepa transfer,24
i recently made a transfer but i need to cancel it as soon as possible  please let me know when this happens,3
i would like to track a card sent to me how do i do that,5
i need to change my address in the personal details,13
i made a purchase with my card and i was charged a fee for using it,9
did you revert my top up,26
hae i already completed my 3d secure authentication when i tried the crypto top up but its still not working for me i also dont understand what happened to the money in my account,26
i deactivated my card but would like to reactivate it,7
when will my new card arrive,5
i accidentally chose to exchange gbp but i need to pick aud how can i change it,15
how do i make a currency exchange,15
my daughter needs to open account,0
where did this extra 1 fee on my statement come from,16
why have i been charged an extra 1,16
i forgot my pin number,22
how does my topup got cancelled,26
i need a transfer cancelled,3
i made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow how can you help,3
what foreign exchange rate will i get,14
does the app top up automatically,1
what is the limit for topups,25
how can i the person see my money transaction,27
i tried my pin too many times and now my card wont work,22
why was my top up reverted,26
on my statement there is a payment that i dont recognise,10
problem with my top up going through,21
where can virtual cards be ordered,18
i want to change my account details,13
what kind of businesses will take my card,4
in regards to my card payment the exchange rate is incorrect,11
is there a maximum for topups,25
why wont the machine accept my card anymore,8
i have an american express that id like to add money to my account with,23
when will my top up be applied,21
how many different currencies can i hold money in,17
why is identity verification required,28
there is an extra small charge on my card what do i do,16
i did not receive my full withdrawal amount,29
there are a couple payments with my card shown that im not responsible for what is going on maybe someone has access to my account,10
im confused my contactless is suddenly not working anywhere that i try to use it how do i fix it,12
how do i link my card in the app,7
how old do my kids need to be to open an account,0
why isnt my balance updating after depositing cheques and cash,2
how do i switch to a different currency,15
i made a transaction this morning but i need to revert it now,3
my account is  new  why can i  not top up,21
i had to pay a fee when buying items with my card,9
how do i troubleshoot my contactless,12
i was made to pay an additional pound,16
why do you need to check my identity,28
why didnt the atm give me all my money,29
tell me why i was charged more with my card,9
how can i change my name in my profile,13
why hasnt my top up gone through yet i thought it was suppose to be instant am i wrong why is it still pending,21
if i want to topup by card how do i do it,23
i have been overcharged i just changed over russian ruble to uk pounds and it was too much it seems something was wrong with my exchange,11
to receive money are there charges,24
i blocked my card by mistake how do i unblock it,22
can you accept my other card from the us  it is the only other one i have,23
my topup has been reverted and i would like to know why,26
was there a number to track that i could get,5
i need to order a new card as my other one was stolen,19
hi i tried topping up for the first time today im a new customer and the transaction has shown as pending for the last half an hour can you fix it,21
can i possibly change my currency to another,15
i withdrew money from an atm today and now my account is showing a different amount than what i withdrew i checked the amount the atm gave me and it looks like it gave me the wrong amount of money what is the best thin for me to do to get this fixed,29
if my identy verifacation hasnt gone through can i use my account,28
can you give me a virtual card,18
my transaction has not been received when are you going to process it,27
why did you guys charge me an extra 1,16
i cant get a contactless payment to work,12
can you tell me why a cheque deposit isnt showing in my balance,2
there was a fee charged when i paid with my card,9
after i deposited my cash i still dont see it in my account,2
if i have a credit card with you how i get set up to link to it,7
i would like to top up my account automatically how do i do that,1
i thought crypto top up with something you offered and it does not appear that its working even though the money has disappeared out of my account can you tell me whats going on,26
why have i been charged an extra pound,16
how do i go about cancelling a transaction,3
i tried doing an in country transfer earlier this week i thought it would be there by now but i still dont see the money can you check the status on my transfer,27
i disagree with a charge,10
how long will it take for my money to be deposited,21
what do i have to do to get my virtual card,18
is there a way to link the card i just got,7
i have one other credit card from the us do you take that,23
how much can i top up on my card,25
will my money be of equal value when i travel abroad,14
i tried to withdraw cash at an atm in the city center but my card was declined the transaction is still showing up as pending  please cancel it,20
i need to know about exchange rates,14
i havent got my card,5
why isnt my top up showing  was the money reversed,26
i found the card i thought i lost this morning can i reactivate this card,7
what is this strange payment in my account,10
my cash withdrawal is showing as pending why,20
can i top up,25
whats the procedure with currency exchange,15
how do i get unblocked,22
how can i get my pin unblocked,22
i am not comfortable verifying my indentity,28
i entered in the wrong pin  please help me unlock my account,22
why do you have the identity check,28
can i set up to my account to automatically top up,1
is my child too young to sign up,0
the balance hasnt changed yet after depositing a cheque with some money,2
why didnt i get the amount i requested at the atm,29
i am here to change my adress,13
i have used all of my pin tries what should i do now,22
i have a cash withdrawal that says its pending why,20
can my 8 year old grandson open an account at the bank,0
is there a limit for top up,25
i was charged an extra pound for no reason why is that,16
what can i do if my card still hasnt arrived after 2 weeks,5
i made a mistake and did a transaction to a wrong account can i cancel,3
there is a strange 1 charge that appears as pending on my statement whats the cause for that i havent purchased anything for a pound,16
is it really necessary to verify my identity,28
i need to order a new virtual card how do i do that,18
is there an age limit to when my child can use these services,0
the app declined my top up what did i do wrong,26
my cheque is taking a while,2
why havent i seen the cash from the cheque i deposited yet,2
i have a card payment i didnt make,10
why is my physical card not working,8
how to edit personal details,13
the atm did not give me as much cash as i requested,29
someone stole my wallet with my card in it while vacationing in spain i really need my card blocked and a new one ordered,19
does it cost anything to transfer money for a topup,24
can you top up your account automatically,1
i deposited cash but it isnt showing up in my account,2
i need to change my data,13
would i be able to open an account for my daughter,0
i am still awaiting the money i put into my account this morning,2
im still waiting for my topup to go through,21
why is there a pending hold on one pound on my statement,16
how can i find out about an extra fee on my statement,16
my actual card isnt functioning,8
how can i change my name because i just got married,13
hows the exchange rate,14
why do i have an extra fee on my statement,16
can i exchange currency for different types,15
how do i replace a stolen card,19
my statement shows and extra 1 that was charged to it and i would like to know why,16
i deposited a cheque but i dont see the funds in my account,2
i tried using my card but it doesnt work,8
my pin has been blocked what should i do,22
can i have multiple currencies,17
i got charged for with a fee for paying with my card,9
there was an extra fee when i paid with my card why was i charged this extra fee,9
can i use app to reset pin attempts,8
can i convert currency with the app,15
i no longer need aud i need gbp instead how can i make this happen,15
hello  i have recharged topup but account is not credited please help me in this i guess there is some defect in system,26
can i topup any amount,25
i am still waiting for a the cash i deposited this morning,2
can you send me a new card and block my current one im in spain and my wallet was stolen,19
i deposited cash into my account why do i not see it,2
why is my topup pending,21
i lost my card n need a new one,19
can i make an account for my daughter,0
what do i do if my card is not working,8
why does my identity need to be verified,28
i dont want to use this method to identify myself,28
there is a fraudulent payment,10
do you have to be 18 to make an account,0
can i have it delivered on the date i need it delivered,6
how long before i can see that my cash withdrawal has taken place,20
why am i charged a fee for using my card on some purchases,9
when will i get a virtual card i havent gotten one yet,18
can i open an account for my children,0
what are these fees i am paying,9
how long does it take for transfers to process  i sent funds to a friend and she says that she has not yet received anything,27
was i charged extra for using my card,9
what are the charges for receiving a sepa transfer,24
i topped up recently and saw the money go through but now its just gone whats going on,26
why is my money not in my account i have already sent it out,2
how do i unblock my pin,22
can i set the account to auto topup,1
why am i getting a fee on a card payment,9
i need my card to be delivered fast,6
why am i being charged the wrong currency exchange when i purchased something abroad,11
i got an cancellation error when i was topping up,26
i forgot my pin and now it is blocked,22
i accidentally entered in my retailers information what should i do next,27
went somewhere else need to change details,13
when will my balance reflect a deposit,2
where can i find out the fee structure for my account i have been charged fees for some transactions but not for other ones i cant find a pattern in these fees,9
guide me on how to unblock my pin,22
is there any fees associated with receiving money with this account,24
can you help me track my card,5
when will my card be here,6
im going on a trip soon and i needed to convert my russian ruble to uk pounds but when i did your company charged me above the exchange rate did you mess up my transaction,11
my balance has not changed despite depositing a cheque,2
how come my money hasnt shown up yet,27
my atm withdraw is stillpending,20
i dont recognize a charge on my card,10
help i lost my card,19
i have one other credit card from the us do you take it,23
someone else accessed my account and made a payment,10
will i be charged for adding money by transfer,24
what is the delivery time to the us,6
how do i link an old card,7
how can i tell what foreign exchange rate i will get,14
i transferred some money to a friend of mine who urgently needs some money right now how long will it take to get to her,27
i tempted to get some money out of the machine earlier and it did not worklooking now the transaction actually shows to still be in progress i would certainly appreciate someone look into this and let me know whats going on i definitely do not want to be charged for money i never received,20
i want to know your exchange rates,14
my transfer hasnt arrived,27
how do i modify my details,13
my money has gone missing i had recently added money in and saw it was there and went through now its missing what is happening,26
to deliver to the us how long will it take,6
why did i get charged a fee on my card,9
my card is missing  please help,19
is it normal to get charged extra when i use my card,9
im interested in holding and exchange for flat currencies what do you support,17
what about my children,0
im trying to make a payment to my new landlord even though the payment was sent a few days ago it isnt clearing on their side can you verify that payment has been made,27
how much does it cost to make transfers,24
i sent money about 5 days ago and the recipient has not received the money yet,27
i made a transaction but i made it to an account i didnt mean to make it to,3
when will my cash withdrawal show,20
how many times can i enter a wrong pin before it is blocked,22
it is listed in my app that i made a payment which i did not actually make,10
why did i not get the amount i specified at the atm,29
please check the exchange rate for my payment last saturday i believe i have been overcharged,11
where can i pay with my card,4
what retailers accept my card,4
i want to know which currencies and cards are supported can you provide a list,23
i took out some cash from the atm but it is still showing the transaction is pending,20
is there a charge for transfers,24
can i put my old card back in the app,7
i made a terrible mistake when typing in my account number  i accidently sent money to the wrong account  i noticed the app wont allow me to void the transaction  can someone help me with this immediately,3
can i tell what business will take this card,4
i accidentally made a payment from the wrong account yesterday its my rent payment and its very large so the account i paid from wont be able to cover the amount its really important that the payment be made from the right account,3
i want to get a virtual card,18
tell me if there is a topup limit,25
the app is showing a payment i never made,10
help me to set up contactless payments,12
your exchange rates are coming from where,14
the atm didnt give me enough money,29
the exchange rate on my payment doesnt look right,11
i need my pin unlocked,22
i am travelling and i was wondering what your exchange rates are,14
why was i charged an extra fee when using the card,9
my card has gone missing,19
when i travel can it top up automatically,1
is there restrictions on where i can use my card,4
what should i do if i think my card was stolen,19
how can i tell if there will be a fee added to my payment or not,9
how long do topups take to go through,21
i need to know the if there is a limit on the amount for auto topup,1
can i add a new currency to my account,15
i have used my card online before and wasnt charged why am i charged now,9
i havent gotten my new card,5
what is wrong with my topup,21
can i automatically topup when traveling,1
who accepts the card,4
i noticed an extra charge on the purchase that i made last saturday on my account can you see if i received the correct exchange rate,11
is there a specific source that the exchange rate for the transfer im planning on making is pulled from,14
are topups unlimited,25
why hasnt my withdrawal shown on my statement,20
can i topup any amount i wish on any given day,25
withdrawal pending meaning,20
how soon will my card arrive,6
why has my deposit in the atm not cleared yet,20
what are your exchange rates calculated from,14
i set up a payment to a new payee and sent some money but the person im sending it to has not received it  can you check where the money is,27
some cash was missing at atm,29
why on earth do you need so much personal id info from me,28
can i have it delivered on a specific date,6
my card isnt working at all what happened,8
there are some card payments that i havent done myself what is going on with my card and does somebody else have access to my card,10
i question todays exchange rate for rubles into pounds i was hoping for a better return,11
i deposited some cash but it hasnt shown up in my account yet whats going on,2
there is a pending transaction on my account for when i tried to get money from the atm earlier and it did not work can you fix this,20
what is the max i can top up,25
i would like to know which fiat currencies are recognized by your organization,17
what do i do if my topup has not gone through,21
i got a new card how do i link it,7
i found my card how can i put it into my app,7
could i open an account for children,0
the money has not yet been placed in recipients account,27
cash withdrawal was incorrect at atm,29
i checked my statement and saw a charge of one pound where is this charge coming from,16
help  i fear that my card was stolen,19
how do i access the option to top up,1
i was charged a hidden fee when i paid with card,9
where is my money from this morning,2
how long will delivery to the us take,6
i havent received my virtual card yet do yo know why,18
i made a cash deposit to my account but i dont see it,2
how do i open an account for my children,0
i tried to top up but the funds show up as pending i thought it was instant,21
what businesses accept my card,4
is there a limit to how much i can topup,25
where is the card i ordered 2 weeks ago,5
how long will my cash withdrawal take,20
please tell me why i was charged additionally when i used the card,9
there are a couple payments with my card shown in the app that i really didnt make myself whats happenning with this does someone has access to my card,10
i need to report a stolen card,19
i want to get my hands on one of those virtual cards,18
i want to exchange usd and gbp with the app,15
is there any way to cancel a recent transfer  i did not mean to make it and need to make sure it does not go through,3
is it possible to change from aud to gbp,15
what forms of payment do you accept,23
there was a charge applied when i used my card,9
why did the cash deposit not show up in my account,2
why has my transfer not arrived yet,27
i added money to the card but the transaction didnt go through,21
